userId,latitude,longitude,date_partition
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.503814697265625,-46.56451640826889,2021-10-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.503814697265625,-46.56449756500181,2021-10-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.503814697265625,-46.56448750953097,2021-10-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.503814697265625,-46.56448007363953,2021-10-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.503814697265625,-46.56447999006691,2021-10-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.503829956054688,-46.564533874997345,2021-10-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50882848542789,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50883133527498,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50882982653241,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50883208964627,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50883980099718,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.50878746812564,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517242431640625,-46.50875296448032,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517181396484375,-46.50881934915344,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50882848542789,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50883133527498,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50882982653241,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50883208964627,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50883980099718,2021-11-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.636642456054688,-45.42396305338344,2021-11-02
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.636581420898438,-45.42401921796616,2021-11-02
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517257690429688,-46.50879344907264,2021-12-20
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.508753551213545,2021-12-20
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517181396484375,-46.508802268148465,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517120361328125,-46.50873870055083,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.50879754931395,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.525787353515625,-46.547334235956214,2021-12-14
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.525802612304688,-46.54735293911075,2021-12-14
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.525772094726562,-46.54731085313152,2021-12-14
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.525802612304688,-46.54737282819903,2021-12-14
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.525772094726562,-46.547305400268584,2021-12-14
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.629165649414062,-45.425372644712475,2021-10-30
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.51806640625,-46.490041317002984,2021-11-04
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.428237915039062,-46.483646172702386,2021-01-29
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.520294189453125,-46.508311935882446,2021-11-10
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.521011352539062,-46.50824242867015,2021-11-10
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517181396484375,-46.5088003927242,2021-11-10
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.529067993164062,-46.52264077884454,2021-11-10
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.529052734375,-46.52264510815711,2021-11-10
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.50878746812564,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517242431640625,-46.50875296448032,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517181396484375,-46.50881934915344,2021-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,0.0,-45.42127990350127,2022-01-24
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.636550903320312,-45.42417704624204,2022-01-24
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.529022216796875,-46.52261314216991,2021-11-10
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.529052734375,-46.52261302105304,2021-11-10
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.654144287109375,-45.43608734517176,2022-01-24
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.654159545898438,-45.436037448445106,2022-01-24
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.65423583984375,-45.43589838381507,2022-01-24
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.654205322265625,-45.43609094424779,2022-01-24
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.654220581054688,-45.435937796872004,2022-01-24
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.548355102539062,-46.5636218316547,2021-11-07
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.654205322265625,-45.435875682307866,2022-01-27
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.636642456054688,-45.42396402899647,2021-11-01
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.636642456054688,-45.42396141535348,2021-11-01
7204066f-3778-423f-8b00-dda55ebcd3a0,-22.987030029296875,-47.012838693860736,2021-11-11
7204066f-3778-423f-8b00-dda55ebcd3a0,-22.987258911132812,-47.012824719763714,2021-11-11
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.625137329101562,-45.411377510813416,2021-10-31
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.62518310546875,-45.41143090530239,2021-10-31
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.525466918945312,-46.54674361653855,2021-12-15
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.514480590820312,-46.506349843744694,2021-11-20
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.51446533203125,-46.506328832622046,2021-11-20
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.53692626953125,-46.589435162505566,2021-11-06
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.53692626953125,-46.58943156599982,2021-11-06
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517257690429688,-46.50874914764598,2021-12-20
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517257690429688,-46.50879336525361,2021-12-20
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.5172119140625,-46.508788046834106,2021-12-31
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.535324096679688,-46.58391391911804,2021-11-06
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.625411987304688,-45.411500766978385,2021-11-01
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.428237915039062,-46.483646172702386,2021-11-29
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517120361328125,-46.5087379710196,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517181396484375,-46.5087983899442,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517349243164062,-46.50880485487673,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.51715087890625,-46.508830586029205,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517242431640625,-46.508833293367196,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517242431640625,-46.50883370603253,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50885709927422,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.50886110109216,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.5172119140625,-46.50885518814094,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.50885419953099,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.508851547568234,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.50883789937,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517181396484375,-46.50881985511067,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517196655273438,-46.50882472231319,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.5172119140625,-46.50875589935858,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517227172851562,-46.508743942583905,2021-10-28
7204066f-3778-423f-8b00-dda55ebcd3a0,-23.517257690429688,-46.50874748159668,2021-10-28
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3804223,-41.7876021,2021-01-02
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967318,-41.8005616,2021-01-27
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967272,-41.8005234,2022-02-11
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967499,-41.8005304,2022-02-11
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967662,-41.8005259,2022-02-11
72076e79-75f3-461b-89d4-2302015e1eb6,-22.4019754,-41.7939154,2022-02-23
72076e79-75f3-461b-89d4-2302015e1eb6,-22.401953,-41.7938888,2022-02-23
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3804501,-41.7876043,2021-01-03
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3804317,-41.7876084,2021-01-02
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967533,-41.8005439,2021-12-31
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967318,-41.8005616,2021-11-27
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967473,-41.8005268,2021-11-10
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967357,-41.8005232,2021-11-10
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967734,-41.8004887,2021-11-10
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967433,-41.8005725,2021-10-11
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967463,-41.8005763,2021-10-11
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967731,-41.8004954,2021-10-11
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967622,-41.8005475,2022-01-03
72076e79-75f3-461b-89d4-2302015e1eb6,-22.396764,-41.8005875,2021-05-28
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967372,-41.8005381,2021-11-19
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3968002,-41.8004888,2021-11-27
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3711451,-41.7813714,2021-01-29
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3968002,-41.8004888,2021-01-27
72076e79-75f3-461b-89d4-2302015e1eb6,-22.396726,-41.8005547,2022-01-03
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3711451,-41.7813714,2021-11-29
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3967637,-41.8005051,2021-11-11
72076e79-75f3-461b-89d4-2302015e1eb6,-22.3813918,-41.7853662,2022-02-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466837,-43.3412759,2021-10-20
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9704892,-43.3724709,2021-10-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9435576,-43.3414469,2021-10-26
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467526,-43.3412147,2021-06-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9468003,-43.3412284,2021-06-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.954954954954953,-43.34209426122479,2021-06-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467557,-43.3412294,2021-06-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9717391,-43.3721574,2021-06-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467291,-43.3412333,2021-06-23
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467211,-43.3412252,2021-06-23
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467504,-43.3412251,2021-06-23
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467931,-43.3412483,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466912,-43.3412688,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466795,-43.341253,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.94669,-43.3412599,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466846,-43.3412552,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9650801,-43.3599187,2021-08-16
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9651007,-43.3599185,2021-08-16
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466732,-43.3412552,2021-06-21
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466855,-43.3412766,2021-07-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466928,-43.3412805,2021-07-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9616874,-43.3600342,2021-08-23
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466763,-43.3411961,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466506,-43.3411921,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467251,-43.3412164,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466783,-43.3411888,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9825295,-43.3634847,2021-06-27
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466823,-43.3411961,2021-12-04
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466823,-43.3411961,2021-01-04
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9365004,-43.3342294,2021-10-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.936311,-43.3342851,2022-01-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9364493,-43.3342702,2021-08-08
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9364449,-43.3342502,2021-12-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466669,-43.341286,2021-07-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.943162,-43.3411964,2021-09-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467048,-43.34128,2021-09-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9435987,-43.3406081,2022-01-23
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467433,-43.34124,2021-10-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467255,-43.3412253,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.965072,-43.3600031,2022-01-04
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.965075,-43.3600055,2022-01-04
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.943529,-43.3407814,2021-12-30
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9364449,-43.3342502,2021-01-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9365127,-43.3342144,2021-01-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466781,-43.3412523,2021-06-21
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9365127,-43.3342144,2021-12-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9828224,-43.3642455,2021-11-13
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9626801,-43.3567085,2021-11-13
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9977666,-43.3583413,2021-06-26
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9974221,-43.3586989,2021-06-26
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9527106,-43.3539128,2021-06-26
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-23.0102441,-43.3442635,2021-06-26
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466408,-43.3412239,2021-07-13
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.981721,-43.3649139,2021-06-27
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9364927,-43.3342249,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9364686,-43.3342453,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946721,-43.341262,2021-12-13
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946766,-43.3411877,2021-08-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.954954954954953,-43.34209426122479,2021-06-08
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9430082,-43.3412279,2021-12-30
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9429898,-43.3414679,2021-12-30
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466597,-43.3412472,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467186,-43.3412324,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466692,-43.3412521,2021-07-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466593,-43.3412809,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9650533,-43.3599252,2021-08-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9710342,-43.3723488,2021-06-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466841,-43.3412674,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466889,-43.3412583,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9650318,-43.3599885,2021-09-02
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9826749,-43.3641191,2021-10-02
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9826806,-43.3641388,2021-10-02
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466259,-43.3411874,2021-08-02
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467521,-43.3412549,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9468015,-43.3412367,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946792,-43.3412434,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467688,-43.341258,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467934,-43.341269,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946778,-43.3412394,2021-07-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9650741,-43.3599388,2021-08-20
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467043,-43.3412328,2021-06-30
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467752,-43.3412286,2021-06-30
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466827,-43.3412269,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466758,-43.3412393,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467524,-43.3412372,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9468003,-43.3412343,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9468036,-43.341232,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.965254,-43.360341,2021-08-03
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9528307,-43.3543074,2021-08-03
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946681,-43.3412684,2021-07-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466942,-43.3412304,2021-07-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466779,-43.3412681,2021-07-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467016,-43.3412123,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466883,-43.3412633,2021-08-15
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9826247,-43.3640495,2021-08-22
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466372,-43.3411884,2021-08-22
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467832,-43.3412475,2021-06-20
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.8883667,-43.2199512,2021-10-01
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9465813,-43.3411676,2021-10-04
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9468583,-43.3412508,2021-08-02
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9432524,-43.3414414,2021-11-08
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9710314,-43.3723425,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9704495,-43.3725767,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9710264,-43.3723681,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9364431,-43.33425,2022-01-12
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9656547,-43.353374,2021-07-21
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9828443,-43.3620633,2021-08-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467062,-43.3412689,2021-11-08
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.965062,-43.3599479,2021-09-08
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467608,-43.3412443,2021-08-23
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466719,-43.3412925,2021-07-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466819,-43.3412779,2021-07-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466754,-43.3412797,2021-07-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467272,-43.3412789,2021-09-05
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9466184,-43.3413375,2021-06-18
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9651111,-43.3599237,2021-08-16
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9382303,-43.3390302,2021-10-09
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467906,-43.3412513,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946773,-43.3412576,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467786,-43.3412521,2021-06-17
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9650655,-43.3599167,2021-08-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9650735,-43.3599186,2021-08-11
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946568,-43.3414043,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9535548,-43.3511105,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9704713,-43.3725377,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9704767,-43.3725122,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9467809,-43.3412339,2021-06-24
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.946718,-43.3413949,2021-08-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9828719,-43.3639268,2021-08-14
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.9364941,-43.3342469,2021-09-29
7215c3c4-bf81-44d4-ad6c-f98d893184a5,-22.936458,-43.334238,2021-11-06
